Variable,Unidades,Tiempo de exposicion (horas),Year,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Minimo,Dias de excedencias,Nombre del Departamento,Nombre del Municipio,Tipo de Estacion
O3,ugm3,8,2018,28.5,194683.7,6839,78.0,38,0.56,21.2,86.5,123.0,0.2,14,VALLE DEL CAUCA,CALI,Fija
PM2.5,ugm3,1,2018,24.9,188934.0,7598,87.0,415,5.46,24.0,48.0,99.0,1.0,106,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,25.0,450.19,18,5.0,0,0.0,24.2,42.3,42.6,14.2,0,CAUCA,POPAYAN,Indicativa
PM2.5,ugm3,24,2018,25.0,7579.87,303,83.0,0,0.0,24.8,35.9,39.6,9.5,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,25.4,3025.8,119,98.0,1,0.84,21.4,73.9,100.0,5.5,1,MAGDALENA,CIENAGA,Fija
PM10,ugm3,1,2018,26.0,54469.2,2098,24.0,3,0.14,24.1,53.3,96.1,4.7,3,SANTANDER,FLORIDABLANCA,Fija
PM10,ugm3,24,2018,26.0,2262.35,87,24.0,0,0.0,24.4,39.3,40.9,12.3,0,SANTANDER,FLORIDABLANCA,Fija
HAire2,perc,1,2018,69.0,152323.1,2207,25.0,0,0.0,72.5,90.8,95.4,29.6,0,SANTANDER,GIRON,Fija
HAire2,perc,24,2018,69.0,6349.23,92,25.0,0,0.0,68.8,78.0,79.9,58.7,0,SANTANDER,GIRON,Fija
O3,ugm3,8,2018,28.8,197116.3,6842,78.0,0,0.0,27.2,55.6,73.5,4.0,0,ATLANTICO,SOLEDAD,Fija
PM10,ugm3,24,2018,26.3,9324.34,354,97.0,0,0.0,23.5,51.7,55.1,9.3,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,26.4,58166.3,2202,25.0,2,0.09,24.2,55.3,82.0,6.1,1,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2018,26.4,2430.98,92,25.0,0,0.0,23.4,44.5,45.4,11.8,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,1,2018,26.4,156043.0,5913,68.0,58,0.98,22.0,83.0,262.0,1.0,36,CUNDINAMARCA,SIBATE,Fija
PM10,ugm3,1,2018,26.4,220634.9,8368,96.0,79,0.94,21.6,76.1,148.4,0.5,42,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,26.5,6361.24,240,66.0,0,0.0,25.1,52.2,66.8,6.3,0,CUNDINAMARCA,SIBATE,Fija
PM10,ugm3,1,2018,26.9,59438.1,2206,25.0,9,0.41,24.4,59.0,119.5,4.5,7,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2018,26.9,2478.81,92,25.0,0,0.0,23.9,45.9,50.3,11.1,0,SANTANDER,BUCARAMANGA,Fija
PM2.5,ugm3,24,2018,26.9,9051.43,336,92.0,13,3.87,25.0,51.2,68.7,10.7,13,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,37.9,13221.44,349,96.0,0,0.0,36.1,60.7,72.3,15.5,0,ANTIOQUIA,MEDELLIN,Fija
PM2.5,ugm3,24,2020,10.3,3132.21,304,83.0,0,0.0,9.9,18.9,27.0,2.9,0,RISARALDA,PEREIRA,Fija
PM2.5,ugm3,1,2018,26.9,207746.0,7726,88.0,538,6.96,25.0,64.0,112.0,1.0,134,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,1,2018,27.1,209173.3724,7731,88.0,54,0.7,23.8,70.7,271.1,0.4,32,CUNDINAMARCA,MOSQUERA,Fija
PM10,ugm3,24,2018,27.1,8723.13,322,88.0,0,0.0,26.3,52.1,65.0,1.1,0,CUNDINAMARCA,MOSQUERA,Fija
PM2.5,ugm3,24,2018,27.2,1522.76,56,15.0,2,3.57,27.6,40.7,42.9,11.2,2,ANTIOQUIA,LA ESTRELLA,Indicativa
PM10,ugm3,24,2018,27.4,4386.94,160,44.0,0,0.0,27.7,47.5,49.0,6.0,0,ANTIOQUIA,CAUCASIA,Fija
PM10,ugm3,24,2018,27.5,2141.55,78,64.0,0,0.0,27.6,37.5,37.8,13.5,0,HUILA,NEIVA,Fija
PM10,ugm3,1,2018,27.5,189692.71,6888,79.0,65,0.94,24.4,72.1,138.1,0.7,34,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,27.5,7869.0,286,78.0,0,0.0,26.9,47.7,53.4,10.0,0,BOYACA,SOGAMOSO,Fija
O3,ugm3,8,2018,28.9,228981.6,7914,90.0,0,0.0,25.1,74.2,97.9,5.4,0,SANTANDER,FLORIDABLANCA,Fija
PM10,ugm3,24,2018,27.6,3006.38,109,89.0,0,0.0,24.6,58.6,70.0,5.7,0,CESAR,CHIRIGUANA,Fija
PM10,ugm3,24,2018,27.7,3244.91,117,96.0,0,0.0,28.0,44.4,50.0,11.0,0,CALDAS,MANIZALES,Fija
SO2,ugm3,24,2018,5.7,1418.07,247,68.0,0,0.0,5.3,13.6,15.8,0.8,0,CUNDINAMARCA,COGUA,Fija
PM10,ugm3,24,2018,27.9,3287.36,118,65.0,0,0.0,27.7,45.3,49.1,11.7,0,CUNDINAMARCA,FUNZA,Fija
PM10,ugm3,24,2018,28.0,7421.6,265,73.0,0,0.0,25.9,60.0,84.7,6.4,0,BOYACA,NOBSA,Fija
SO2,ugm3,1,2018,5.8,35645.738,6146,70.0,0,0.0,5.0,17.3,52.4,0.3,0,CUNDINAMARCA,COGUA,Fija
PM10,ugm3,1,2018,28.1,115327.0,4097,47.0,44,1.07,25.0,80.0,154.0,1.0,25,CUNDINAMARCA,COGUA,Fija
PM10,ugm3,1,2018,28.1,184262.79,6551,75.0,90,1.37,23.5,88.7,194.7,0.1,45,BOYACA,NOBSA,Fija
PM10,ugm3,1,2018,37.9,321265.5,8472,97.0,326,3.85,30.0,111.0,253.0,1.0,91,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,37.9,13414.2,354,97.0,0,0.0,34.3,75.1,91.0,12.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,28.1,167029.0,5949,68.0,40,0.67,24.0,88.0,169.0,1.0,20,BOYACA,PAIPA,Fija
PM10,ugm3,24,2018,28.1,7013.97,250,68.0,0,0.0,24.2,56.3,68.0,9.9,0,BOYACA,PAIPA,Fija
PM10,ugm3,1,2018,28.1,219631.1,7814,89.0,132,1.69,23.0,82.0,343.0,1.0,60,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,28.2,3327.91,118,1.0,0,0.0,26.8,47.6,57.5,11.7,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,28.2,9138.73,324,89.0,0,0.0,28.3,57.9,67.2,6.8,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2018,29.6,174596.7,5902,67.0,2,0.03,27.2,68.7,101.7,2.4,1,META,VILLAVICENCIO,Fija
O3,ugm3,8,2018,29.7,240075.5,8078,92.0,1,0.01,22.7,78.3,103.1,4.5,1,VALLE DEL CAUCA,CALI,Fija
PM2.5,ugm3,1,2018,28.3,53347.69404,1885,22.0,0,0.0,26.6,60.8,177.2,1.2,0,ANTIOQUIA,SABANETA,Fija
PM2.5,ugm3,24,2018,28.3,2234.31,79,22.0,1,1.27,27.8,43.0,60.2,12.9,1,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,24,2018,28.3,2631.18,93,51.0,0,0.0,27.6,58.2,62.4,0.8,0,CUNDINAMARCA,MOSQUERA,Fija
PM10,ugm3,24,2018,28.3,480.67,17,14.0,0,0.0,26.3,48.4,48.9,13.8,0,LA GUAJIRA,FONSECA,Fija
PM10,ugm3,1,2018,28.3,231793.0,8184,93.0,58,0.71,25.0,74.3,165.0,1.0,36,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,28.3,195539.1,6911,79.0,104,1.5,22.7,77.8,234.9,1.3,42,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,28.3,8100.78,286,78.0,0,0.0,25.4,53.7,63.4,9.7,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2018,29.8,53623.4,1799,21.0,0,0.0,27.7,70.3,80.6,0.6,0,SANTANDER,FLORIDABLANCA,Fija
O3,ugm3,8,2018,29.9,259720.4,8679,99.0,0,0.0,28.9,61.7,87.4,0.2,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,28.4,4628.75,163,45.0,0,0.0,29.5,45.9,53.4,7.5,0,CUNDINAMARCA,COGUA,Fija
PM10,ugm3,24,2018,28.4,9583.71,337,92.0,0,0.0,27.0,50.9,63.3,10.1,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,28.5,3102.7,109,89.0,0,0.0,26.8,47.7,57.6,11.7,0,ANTIOQUIA,MEDELLIN,Desconocido
PM10,ugm3,24,2018,28.6,2292.0,80,66.0,1,1.25,22.5,84.0,109.7,6.3,1,MAGDALENA,CIENAGA,Fija
PM10,ugm3,24,2018,28.9,2950.76,102,84.0,0,0.0,22.9,80.9,87.9,6.1,0,CESAR,CHIRIGUANA,Fija
NO2,ugm3,1,2018,33.2,125272.327,3768,43.0,1,0.03,30.7,73.4,263.3,0.4,1,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2018,6.1,41682.3619,6819,78.0,0,0.0,5.5,18.1,59.7,0.3,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,29.5,6746.92,229,63.0,0,0.0,28.3,51.1,57.7,11.3,0,CUNDINAMARCA,SOPO,Fija
SO2,ugm3,24,2018,6.2,1722.06,280,77.0,0,0.0,6.0,12.2,15.2,1.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,29.6,163634.5,5530,63.0,65,1.18,26.0,75.0,139.0,1.0,35,CUNDINAMARCA,SOPO,Fija
PM2.5,ugm3,1,2018,29.8,245423.8,8238,94.0,1027,12.47,28.1,58.9,98.4,1.0,146,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2018,29.8,10001.26,336,92.0,25,7.44,30.0,45.5,57.0,12.2,25,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,29.9,597.48,20,5.0,0,0.0,30.1,43.2,46.2,20.3,0,ANTIOQUIA,JERICO,Indicativa
PM10,ugm3,24,2018,30.1,7325.59,243,67.0,0,0.0,28.6,52.1,68.8,10.9,0,BOYACA,NOBSA,Fija
PM10,ugm3,24,2018,30.1,9812.28,326,89.0,0,0.0,29.4,52.7,58.7,8.6,0,VALLE DEL CAUCA,CALI,Fija
PM2.5,ugm3,24,2018,30.3,2028.21,67,18.0,17,25.37,33.0,41.7,44.0,9.2,17,RISARALDA,PEREIRA,Fija
O3,ugm3,8,2018,30.5,235449.1,7718,88.0,0,0.0,31.1,51.6,72.3,2.9,0,ATLANTICO,BARRANQUILLA,Fija
PM10,ugm3,1,2018,30.4,180900.0,5958,68.0,89,1.49,27.3,75.8,146.9,0.6,41,BOYACA,NOBSA,Fija
PM10,ugm3,1,2018,30.5,241262.0,7922,90.0,86,1.09,28.0,73.0,162.0,1.0,48,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,30.6,3521.05,115,95.0,0,0.0,28.6,51.6,69.4,11.1,0,ANTIOQUIA,COPACABANA,Fija
PM10,ugm3,24,2018,30.9,1205.65,39,0.0,0,0.0,28.2,56.0,62.3,16.9,0,VALLE DEL CAUCA,YUMBO,Fija
SO2,ugm3,24,2018,6.8,483.8,71,19.0,0,0.0,5.9,13.7,14.4,1.9,0,CUNDINAMARCA,ZIPAQUIRA,Fija
SO2,ugm3,1,2018,6.8,11793.95558,1726,20.0,0,0.0,5.3,25.1,48.7,0.1,0,CUNDINAMARCA,ZIPAQUIRA,Fija
PM10,ugm3,24,2018,31.4,2106.6,67,55.0,2,2.99,24.8,97.0,103.2,6.4,2,MAGDALENA,CIENAGA,Fija
PM10,ugm3,1,2018,31.9,246428.6,7725,88.0,3,0.04,29.7,69.3,119.9,4.4,3,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2018,31.9,10251.89,321,88.0,0,0.0,28.8,60.0,71.2,14.1,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2018,32.1,10656.24,332,91.0,0,0.0,28.6,70.0,78.2,7.2,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,32.3,3588.59,111,91.0,0,0.0,32.0,54.9,57.0,15.0,0,CALDAS,MANIZALES,Fija
PM10,ugm3,24,2018,32.3,3647.28,113,93.0,1,0.88,27.9,77.6,100.1,11.3,1,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2018,32.4,3626.76,112,92.0,2,1.79,27.6,89.7,135.9,5.7,2,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,1,2018,32.4,258092.7,7973,91.0,163,2.04,26.0,94.0,246.8,1.0,56,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,32.7,3828.04,117,98.0,0,0.0,30.6,61.2,63.0,12.1,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,8,2018,31.4,246808.4,7855,90.0,54,0.69,26.0,89.6,140.4,0.4,20,ANTIOQUIA,CALDAS,Fija
PM10,ugm3,24,2018,32.8,3317.01,101,55.0,2,1.98,32.0,79.0,87.5,1.6,2,BOLIVAR,CARTAGENA DE INDIAS,Fija
SO2,ugm3,24,2018,7.3,1876.99,258,71.0,0,0.0,6.1,19.1,39.9,0.2,0,BOYACA,NOBSA,Fija
PM10,ugm3,24,2018,32.9,3657.1,111,91.0,0,0.0,33.8,60.6,74.6,7.5,0,MAGDALENA,SANTA MARTA,Fija
SO2,ugm3,1,2018,7.3,45622.695,6282,72.0,0,0.0,3.4,40.3,95.9,0.0,0,BOYACA,NOBSA,Fija
O3,ugm3,8,2018,31.6,88592.7,2802,32.0,0,0.0,27.8,83.9,97.9,6.2,0,SANTANDER,BUCARAMANGA,Fija
NO2,ugm3,1,2018,34.4,280858.8314,8165,93.0,0,0.0,32.1,78.7,149.3,0.1,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,33.0,858.81,26,21.0,0,0.0,31.3,59.0,59.5,17.4,0,LA GUAJIRA,ALBANIA,Fija
PM10,ugm3,24,2018,33.0,2113.91,64,35.0,1,1.56,32.7,71.7,82.0,1.6,1,BOLIVAR,CARTAGENA DE INDIAS,Fija
PM2.5,ugm3,1,2018,33.2,272940.1858,8212,94.0,1190,14.49,31.0,74.6,127.2,1.0,171,ANTIOQUIA,SABANETA,Fija
HAire2,perc,1,2018,69.9,449772.71,6436,73.0,0,0.0,75.0,98.5,99.3,0.0,0,BOYACA,NOBSA,Fija
HAire2,perc,24,2018,69.9,18517.55,265,73.0,0,0.0,72.2,85.2,90.4,0.0,0,BOYACA,NOBSA,Fija
PM2.5,ugm3,24,2018,33.3,11607.53,349,96.0,46,13.18,32.4,56.7,76.0,10.9,46,ANTIOQUIA,SABANETA,Fija
CO,ugm3,1,2018,819.0,3683882.613,4498,51.0,0,0.0,686.9,2289.8,4923.0,114.5,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,33.5,3647.6,109,89.0,0,0.0,33.4,51.2,57.1,11.7,0,ANTIOQUIA,ITAGUI,Fija
PM2.5,ugm3,1,2020,10.4,31491.65,3018,34.0,40,1.33,8.5,32.8,64.6,0.6,10,ANTIOQUIA,RIONEGRO,Indicativa
CO,ugm3,8,2018,822.5,3657056.7,4446,51.0,0,0.0,758.5,1790.3,2647.5,114.5,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2018,70.1,20620.19,294,81.0,0,0.0,69.9,83.9,85.9,52.9,0,BOYACA,SOGAMOSO,Fija
PM10,ugm3,1,2018,33.7,172509.6632,5122,58.0,105,2.05,29.8,85.4,131.5,1.8,41,CUNDINAMARCA,CAJICA,Fija
PM10,ugm3,24,2018,33.8,3518.8,104,85.0,0,0.0,32.3,56.9,66.7,13.4,0,ANTIOQUIA,CALDAS,Fija
PM10,ugm3,24,2018,33.8,7165.6,212,58.0,0,0.0,32.7,61.6,65.2,12.7,0,CUNDINAMARCA,CAJICA,Fija
HAire2,perc,1,2018,70.2,495969.13,7070,81.0,0,0.0,74.3,96.4,99.3,0.0,0,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,34.0,10869.67,320,88.0,0,0.0,34.2,40.0,41.5,21.2,0,TOLIMA,IBAGUE,Fija
PM10,ugm3,24,2018,34.1,3815.17,112,92.0,0,0.0,33.3,46.3,51.5,22.8,0,TOLIMA,IBAGUE,Fija
NO2,ugm3,1,2018,36.0,288520.8891,8004,91.0,1,0.01,32.9,90.1,259.7,0.2,1,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,34.5,246783.0,7145,82.0,294,4.11,28.0,114.0,459.0,1.0,85,CUNDINAMARCA,ZIPAQUIRA,Fija
PM10,ugm3,24,2018,34.5,2242.9,65,53.0,0,0.0,30.6,90.3,98.2,9.2,0,MAGDALENA,CIENAGA,Fija
PM10,ugm3,24,2018,34.5,3662.1,106,87.0,1,0.94,31.5,71.7,85.4,12.9,1,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2018,34.5,3792.95,110,90.0,0,0.0,29.7,72.1,81.0,10.8,0,CESAR,CHIRIGUANA,Fija
PM10,ugm3,24,2018,34.6,10209.72,295,81.0,4,1.36,32.7,69.6,89.1,9.2,4,CUNDINAMARCA,ZIPAQUIRA,Fija
PM10,ugm3,24,2018,34.6,3215.7,93,76.0,0,0.0,31.6,67.8,79.9,7.8,0,MAGDALENA,SANTA MARTA,Fija
CO,ugm3,1,2018,853.0,6909812.948,8101,92.0,0,0.0,801.4,2060.8,5838.9,114.5,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2018,854.3,6901523.6,8079,92.0,0,0.0,801.4,1752.2,2776.3,152.7,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,34.7,3750.5,108,89.0,2,1.85,32.2,75.8,98.1,9.8,2,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2018,35.1,3471.6,99,81.0,0,0.0,34.2,60.8,72.4,12.7,0,ANTIOQUIA,MEDELLIN,Fija
SO2,ugm3,24,2018,9.0,2916.82,323,88.0,0,0.0,8.7,15.3,17.0,2.6,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,1,2018,9.0,70914.06823,7890,90.0,0,0.0,7.7,23.8,60.7,0.1,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,35.5,3975.0,112,92.0,0,0.0,30.3,78.7,92.7,10.3,0,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2018,35.6,3702.7,104,85.0,1,0.96,30.0,71.7,102.4,8.3,1,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2018,35.7,9245.92,259,71.0,0,0.0,35.4,65.1,77.0,14.3,0,ATLANTICO,BARRANQUILLA,Fija
HAire2,perc,1,2018,71.2,157139.9,2207,25.0,0,0.0,72.8,91.7,96.0,33.2,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,24,2018,71.2,6549.9,92,25.0,0,0.0,72.3,82.3,85.0,57.1,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,1,2018,35.8,297190.5,8298,95.0,130,1.57,32.4,90.9,205.6,0.1,43,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2018,35.8,12190.86,341,93.0,1,0.29,33.5,70.8,102.4,11.8,1,MAGDALENA,SANTA MARTA,Fija
O3,ugm3,8,2018,32.9,270765.1,8239,94.0,79,0.96,26.9,91.8,128.6,0.3,20,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2018,36.6,1024.73,28,23.0,0,0.0,31.7,68.7,73.7,12.4,0,LA GUAJIRA,ALBANIA,Fija
PM10,ugm3,24,2018,36.8,10647.42,289,79.0,0,0.0,37.1,55.3,76.4,14.9,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,1,2018,36.9,308329.6412,8346,95.0,90,1.08,35.0,86.0,150.7,0.0,56,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,36.9,13076.97,354,97.0,0,0.0,36.0,67.8,83.2,13.6,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,1,2018,36.9,261309.6,7072,81.0,109,1.54,34.5,82.2,199.6,0.1,60,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,1,2018,36.9,251556.656,6814,78.0,76,1.12,33.8,92.3,281.8,0.2,33,ATLANTICO,BARRANQUILLA,Fija
PM10,ugm3,1,2018,37.2,297559.0,7995,91.0,183,2.29,34.0,92.0,317.0,1.0,74,ANTIOQUIA,GIRARDOTA,Fija
PM10,ugm3,24,2018,37.2,12602.53,339,93.0,1,0.29,35.6,63.6,90.5,17.4,1,ANTIOQUIA,GIRARDOTA,Fija
PM10,ugm3,24,2018,37.3,13326.63,357,98.0,0,0.0,34.5,60.2,86.2,19.5,0,ANTIOQUIA,BELLO,Fija
PM10,ugm3,1,2018,37.4,315454.0,8441,96.0,36,0.43,34.0,78.0,139.0,1.0,25,ANTIOQUIA,BELLO,Fija
SO2,ugm3,24,2018,10.0,1100.79,110,60.0,0,0.0,9.6,14.6,15.8,0.2,0,CUNDINAMARCA,MOSQUERA,Fija
HAire2,perc,24,2018,72.4,2245.27,31,8.0,0,0.0,71.7,89.3,92.1,56.1,0,ANTIOQUIA,FREDONIA,Indicativa
PM10,ugm3,24,2018,37.7,565.96,15,12.0,0,0.0,35.6,61.3,63.0,25.5,0,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,24,2018,37.8,4465.27,118,97.0,0,0.0,36.3,67.3,73.0,14.5,0,CESAR,BECERRIL,Fija
HAire2,perc,1,2018,72.9,160852.3,2207,25.0,0,0.0,76.8,93.2,96.7,32.9,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,24,2018,72.9,6704.56,92,25.0,0,0.0,73.6,81.9,85.0,58.0,0,SANTANDER,BUCARAMANGA,Fija
SO2,ugm3,1,2018,10.4,68372.995,6570,75.0,6,0.09,6.0,55.8,117.6,0.0,5,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,38.2,3283.63,86,70.0,0,0.0,37.0,70.2,77.7,9.3,0,NORTE DE SANTANDER,CUCUTA,Fija
HAire2,perc,1,2018,73.4,74109.4,1009,12.0,0,0.0,74.4,96.9,98.9,46.6,0,VALLE DEL CAUCA,CALI,Fija
CO,ugm3,1,2018,906.3,7206566.024,7952,91.0,0,0.0,801.4,2518.7,7327.2,114.5,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2018,906.9,7208061.4,7948,91.0,0,0.0,830.0,1874.7,3189.3,128.8,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2018,73.6,3018.67,41,11.0,0,0.0,71.7,84.6,86.2,65.7,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,38.6,12947.16,335,92.0,2,0.6,35.4,76.4,84.8,11.8,2,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2018,926.2,7846210.869,8471,97.0,0,0.0,801.4,2404.2,4808.5,114.5,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2018,926.3,7870548.8,8497,97.0,0,0.0,883.2,1660.1,2347.0,229.0,0,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2018,932.3,4051919.403,4346,50.0,0,0.0,879.1,2042.4,3584.4,1.4,0,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,24,2018,38.8,620.85,16,13.0,0,0.0,40.6,57.2,57.4,22.7,0,LA GUAJIRA,ALBANIA,Fija
PM10,ugm3,24,2018,38.8,9709.88,250,68.0,0,0.0,38.5,57.8,80.7,12.7,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,1,2018,38.8,317260.9,8174,93.0,147,1.8,34.6,94.7,153.1,4.0,39,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,38.9,234633.5,6029,69.0,185,3.07,33.8,108.5,198.7,0.1,72,VALLE DEL CAUCA,CALI,Fija
CO,ugm3,8,2018,933.7,4008473.2,4293,49.0,0,0.0,928.0,1619.5,2377.5,101.0,0,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,1,2018,39.4,325768.0,8263,94.0,130,1.57,36.0,92.0,276.0,2.0,68,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2018,39.4,13978.98,355,97.0,0,0.0,37.4,66.1,93.3,15.0,0,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,1,2018,39.6,87217.8,2203,25.0,155,7.04,35.7,97.1,143.1,5.0,42,SANTANDER,GIRON,Fija
PM10,ugm3,24,2018,39.6,3642.56,92,25.0,1,1.09,36.7,72.4,75.9,15.6,1,SANTANDER,GIRON,Fija
PM10,ugm3,1,2018,39.7,322322.0,8121,93.0,749,9.22,32.0,112.0,231.0,1.0,165,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,39.8,4498.14,113,62.0,2,1.77,38.5,84.4,89.3,1.8,2,CUNDINAMARCA,SOACHA,Fija
CO,ugm3,8,2020,547.5,882550.2,1612,18.0,0,0.0,500.9,1159.2,1788.9,114.5,0,BOGOTA,BOGOTA,Fija
HAire2,perc,1,2018,74.7,107549.5,1440,16.0,0,0.0,77.0,92.0,97.0,38.0,0,SANTANDER,FLORIDABLANCA,Fija
HAire2,perc,24,2018,74.7,4481.21,60,16.0,0,0.0,74.8,84.1,85.0,64.1,0,SANTANDER,FLORIDABLANCA,Fija
O3,ugm3,8,2018,35.6,271393.4,7629,87.0,0,0.0,36.0,57.9,65.7,0.9,0,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2018,40.0,13252.24,331,91.0,2,0.6,37.4,70.8,81.0,15.7,2,BOYACA,SOGAMOSO,Fija
NO2,ugm3,1,2018,39.3,313539.3121,7984,91.0,0,0.0,36.4,81.4,142.3,5.9,0,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2018,40.2,4666.69,116,95.0,0,0.0,39.2,68.3,78.3,16.1,0,ANTIOQUIA,LA ESTRELLA,Fija
PM10,ugm3,24,2018,40.2,1124.92,28,23.0,0,0.0,37.0,73.5,78.2,23.9,0,LA GUAJIRA,BARRANCAS,Fija
CO,ugm3,1,2018,964.5,7600862.936,7881,90.0,0,0.0,801.4,2862.2,9159.0,114.5,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,40.3,886.0,22,12.0,1,4.55,34.5,99.9,123.0,8.0,1,CHOCO,QUIBDO,Indicativa
CO,ugm3,8,2018,972.3,7596938.4,7813,89.0,0,0.0,801.4,2533.0,4407.8,114.5,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,40.7,977.68,24,20.0,0,0.0,38.6,64.8,69.4,20.6,0,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,1,2018,41.0,128153.2885,3126,36.0,0,0.0,26.1,181.5,1382.9,0.5,0,META,VILLAVICENCIO,Fija
PM10,ugm3,24,2018,41.0,5289.45,129,35.0,11,8.53,28.6,130.9,197.4,5.0,11,META,VILLAVICENCIO,Fija
SO2,ugm3,1,2018,11.6,48673.66,4190,48.0,2,0.05,5.6,56.8,109.2,0.1,2,BOYACA,NOBSA,Fija
PM10,ugm3,24,2018,42.1,1389.7,33,27.0,1,3.03,40.1,72.9,86.1,17.6,1,MAGDALENA,CIENAGA,Fija
PM10,ugm3,24,2018,42.3,2625.0,62,51.0,0,0.0,40.7,73.4,75.4,15.2,0,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2018,42.4,1144.8,27,22.0,0,0.0,39.7,70.5,75.9,25.2,0,LA GUAJIRA,HATO NUEVO,Fija
