Variable,Unidades,Tiempo de exposicion (horas),Year,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Minimo,Dias de excedencias,Nombre del Departamento,Nombre del Municipio,Tipo de Estacion
PM10,ugm3,1,2014,63.3,388893.6,6139,70.0,0,0.0,62.1,98.7,117.0,19.9,0,VALLE DEL CAUCA,YUMBO,Fija
PM10,ugm3,24,2014,63.3,15069.5,238,65.0,4,1.68,60.6,94.0,109.5,29.2,4,VALLE DEL CAUCA,YUMBO,Fija
PM10,ugm3,24,2014,64.2,4812.14,75,61.0,0,0.0,65.6,80.1,82.2,48.1,0,NORTE DE SANTANDER,CUCUTA,Fija
PM10,ugm3,24,2014,65.4,7260.56,111,91.0,11,9.91,61.3,116.6,150.1,18.1,11,CESAR,LA JAGUA DE IBIRICO,Fija
NO2,ugm3,24,2014,50.5,1212.18,24,7.0,0,0.0,49.2,83.7,84.1,32.1,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,66.2,529.2,8,2.0,0,0.0,68.0,70.8,70.9,59.5,0,ANTIOQUIA,CIUDAD BOLIVAR,Indicativa
PM10,ugm3,1,2014,66.6,398701.0,5984,68.0,0,0.0,55.0,200.3,437.0,2.0,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,66.6,16914.96,254,70.0,4,1.57,66.6,94.7,117.4,31.8,4,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,66.7,23423.76,351,96.0,15,4.27,66.5,111.1,139.3,18.8,15,CUNDINAMARCA,SOPO,Fija
O3,ugm3,1,2014,46.1,7837.642,170,2.0,10,5.88,27.3,132.2,156.9,0.4,3,CAUCA,GUACHENE,Indicativa
PM10,ugm3,24,2014,67.7,7715.5,114,93.0,21,18.42,62.6,158.7,194.5,13.0,21,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2014,68.1,4900.17,72,59.0,0,0.0,68.0,85.5,90.0,53.0,0,NORTE DE SANTANDER,CUCUTA,Fija
O3,ugm3,1,2014,46.2,230030.7029,4974,57.0,275,5.53,31.4,140.4,201.1,0.0,105,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,68.9,24188.1,351,96.0,24,6.84,67.8,114.4,139.1,17.7,24,CUNDINAMARCA,SIBATE,Fija
PM10,ugm3,1,2014,71.3,572939.3667,8041,92.0,0,0.0,62.0,172.5,285.0,11.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,71.6,23754.91,332,91.0,49,14.76,68.4,125.4,161.0,26.5,49,BOGOTA,BOGOTA,Fija
NO2,ugm3,1,2014,51.0,32700.1398,641,7.0,0,0.0,48.1,102.4,199.1,17.1,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,76.0,26994.87,355,97.0,0,0.0,76.0,78.0,79.2,72.7,0,CUNDINAMARCA,NEMOCON,Fija
CO,ugm3,8,2014,1992.1,15050018.5,7555,86.0,0,0.0,1964.6,2667.6,3270.4,412.0,0,SANTANDER,BUCARAMANGA,Fija
CO,ugm3,1,2014,1992.5,15063376.2,7560,86.0,0,0.0,1914.2,3068.3,4098.7,125.9,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2014,81.0,7531.0,93,25.0,0,0.0,81.2,83.3,83.9,49.8,0,BOYACA,RAQUIRA,Fija
PM10,ugm3,24,2014,90.7,28475.97,314,86.0,118,37.58,93.0,141.4,239.8,30.8,118,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,91.0,687305.3,7551,86.0,0,0.0,86.3,202.0,441.0,10.2,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2014,3293.1,18813316.3,5713,65.0,0,0.0,3572.6,5692.8,6413.8,159.0,0,SANTANDER,BUCARAMANGA,Fija
CO,ugm3,1,2014,3294.8,18833001.22,5716,65.0,0,0.0,3362.5,6537.3,8891.1,125.9,0,SANTANDER,BUCARAMANGA,Fija
NO2,ugm3,24,2015,3.7,356.0,95,78.0,0,0.0,4.0,7.0,7.0,1.0,0,CUNDINAMARCA,MOSQUERA,Fija
NO2,ugm3,24,2015,3.9,182.68,47,39.0,0,0.0,4.0,6.6,6.7,0.0,0,CUNDINAMARCA,SOACHA,Fija
HAire2,perc,24,2015,18.1,469.62,26,7.0,0,0.0,19.9,27.5,28.0,0.0,0,LA GUAJIRA,RIOHACHA,Indicativa
NO2,ugm3,24,2015,5.2,489.29,95,78.0,0,0.0,4.7,10.9,14.2,0.6,0,CUNDINAMARCA,FUNZA,Fija
PM2.5,ugm3,24,2015,8.6,793.83,92,75.0,1,1.09,7.1,31.1,63.3,0.8,1,NARINO,PASTO,Fija
NO2,ugm3,24,2015,5.8,537.12,93,25.0,0,0.0,5.8,11.6,11.9,0.4,0,BOGOTA,BOGOTA,Fija
HAire2,perc,1,2015,18.5,11866.0,640,7.0,0,0.0,0.0,52.0,53.0,0.0,0,LA GUAJIRA,RIOHACHA,Indicativa
NO2,ugm3,24,2015,5.9,558.28,94,77.0,0,0.0,5.8,11.9,12.3,0.0,0,CUNDINAMARCA,MOSQUERA,Fija
HAire2,perc,24,2015,25.9,4174.72,161,44.0,0,0.0,22.4,62.3,77.4,4.6,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,1,2015,26.1,102303.4,3926,45.0,0,0.0,14.6,82.6,91.9,2.8,0,SANTANDER,BUCARAMANGA,Fija
PM2.5,ugm3,24,2015,8.9,2919.25,327,90.0,0,0.0,7.3,22.4,32.2,2.5,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2015,27.0,648.77,24,7.0,0,0.0,26.2,43.6,45.7,14.9,0,CESAR,EL PASO,Fija
PM2.5,ugm3,1,2015,9.0,70084.5,7756,89.0,0,0.0,7.0,29.0,73.0,1.0,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,24,2015,6.6,2122.16,321,88.0,0,0.0,6.6,7.5,8.1,5.3,0,CUNDINAMARCA,TAUSA,Fija
NO2,ugm3,24,2015,8.2,720.74,88,72.0,0,0.0,8.5,14.5,14.7,0.1,0,CUNDINAMARCA,MADRID,Fija
NO2,ugm3,24,2015,9.9,3604.78,365,100.0,0,0.0,9.9,10.2,10.4,9.4,0,CUNDINAMARCA,LA CALERA,Fija
NO2,ugm3,24,2015,9.9,3496.49,354,97.0,0,0.0,9.9,10.3,10.4,9.3,0,CUNDINAMARCA,CAJICA,Fija
HAire2,perc,1,2015,57.8,502696.0,8699,99.0,0,0.0,59.0,77.0,80.0,18.0,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2015,57.8,20858.89,361,99.0,0,0.0,57.1,71.8,73.7,42.5,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,24,2015,1.2,367.39,311,85.0,0,0.0,1.1,2.6,8.2,0.3,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,3,2015,1.2,8784.5,7418,85.0,0,0.0,1.0,3.7,31.2,0.3,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2015,1.2,9028.524863,7717,88.0,0,0.0,1.0,3.9,38.2,0.3,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2015,15.3,125596.3,8224,94.0,0,0.0,12.8,44.8,80.2,0.6,0,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2015,15.4,124984.3815,8134,93.0,0,0.0,11.2,53.0,110.3,0.2,0,BOGOTA,BOGOTA,Fija
VViento,ms,24,2016,0.9,23.95,26,7.0,0,0.0,0.9,1.2,1.2,0.7,0,ANTIOQUIA,NECHI,Indicativa
HAire2,perc,1,2015,60.8,523782.0,8612,98.0,0,0.0,62.0,81.0,87.0,16.0,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,24,2015,11.8,3683.7,313,86.0,0,0.0,10.9,25.0,28.6,0.3,0,CUNDINAMARCA,SOPO,Fija
HAire2,perc,24,2015,60.8,21783.22,358,98.0,0,0.0,60.3,72.7,79.0,44.9,0,BOGOTA,BOGOTA,Fija
HAire2,perc,1,2015,61.4,536016.0,8733,100.0,0,0.0,65.0,82.0,88.0,20.0,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2015,61.4,22336.76,364,100.0,0,0.0,61.0,74.0,77.2,46.5,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,24,2015,12.2,1967.48,161,44.0,0,0.0,12.3,17.1,17.2,5.5,0,SANTANDER,BUCARAMANGA,Fija
NO2,ugm3,1,2015,12.3,48078.24501,3922,45.0,0,0.0,11.8,23.0,33.4,0.2,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,1,2015,62.1,539993.0,8702,99.0,0,0.0,63.0,81.0,84.0,21.0,0,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2015,62.1,22467.46,362,99.0,0,0.0,61.4,75.6,80.6,44.8,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2015,12.7,3937.14,309,85.0,0,0.0,11.0,31.0,40.2,3.9,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,1,2015,12.9,97275.56167,7520,86.0,0,0.0,10.0,43.0,96.0,1.0,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,24,2015,13.2,4807.17,365,100.0,0,0.0,13.2,13.6,13.8,12.5,0,CUNDINAMARCA,NEMOCON,Fija
NO2,ugm3,24,2015,13.2,3653.35,277,76.0,0,0.0,13.2,30.1,33.9,1.9,0,CUNDINAMARCA,SOACHA,Fija
O3,ugm3,1,2015,17.3,140029.806,8097,92.0,1,0.01,13.7,58.7,126.3,0.4,1,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2015,17.3,140143.3,8099,92.0,10,0.12,14.7,51.5,90.3,1.2,4,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2015,13.2,1094.53,83,68.0,0,0.0,11.7,29.6,31.5,5.4,0,CESAR,LA JAGUA DE IBIRICO,Fija
NO2,ugm3,24,2015,14.1,4584.11,325,89.0,0,0.0,14.1,14.7,14.7,13.3,0,BOYACA,RAQUIRA,Fija
HAire2,perc,1,2015,63.7,382943.4,6007,69.0,0,0.0,67.0,86.9,89.5,17.9,0,VALLE DEL CAUCA,CALI,Fija
HAire2,perc,24,2015,63.9,15452.54,242,66.0,0,0.0,63.5,75.9,81.0,52.0,0,VALLE DEL CAUCA,CALI,Fija
PM2.5,ugm3,24,2015,14.0,4777.22,341,93.0,0,0.0,13.0,30.2,35.0,3.8,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,1,2015,14.0,114405.1667,8157,93.0,0,0.0,11.0,43.0,238.0,1.0,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,24,2015,16.2,5276.12,325,89.0,0,0.0,15.6,30.9,38.1,3.4,0,ANTIOQUIA,BELLO,Fija
NO2,ugm3,1,2015,16.3,126237.6687,7760,89.0,0,0.0,14.0,48.6,164.1,0.0,0,ANTIOQUIA,BELLO,Fija
DViento,deg,1,2015,325.2,1846720.975,8241,94.0,0,0.0,241.2,357.2,360.0,1.0,0,ANTIOQUIA,ITAGUI,Fija
DViento,deg,24,2015,321.3,87228.63,343,94.0,0,0.0,302.6,356.7,359.5,0.4,0,ANTIOQUIA,ITAGUI,Fija
HAire10,perc,1,2015,61.7,511033.7714,8285,95.0,0,0.0,65.8,86.1,90.9,13.2,0,ANTIOQUIA,ITAGUI,Fija
HAire10,perc,24,2015,61.6,21145.76,343,94.0,0,0.0,62.4,76.3,79.7,38.9,0,ANTIOQUIA,ITAGUI,Fija
NO,ugm3,1,2015,14.8,106892.7147,7221,82.0,0,0.0,6.8,77.5,164.8,0.0,0,ANTIOQUIA,ITAGUI,Fija
P,mmHg,1,2015,635.3,5265282.252,8288,95.0,0,0.0,635.4,637.6,638.4,612.3,0,ANTIOQUIA,ITAGUI,Fija
P,mmHg,24,2015,635.3,217904.13,343,94.0,0,0.0,635.3,636.6,637.0,632.9,0,ANTIOQUIA,ITAGUI,Fija
RGlobal,Wm2,1,2015,261.5,1180522.25,4515,52.0,0,0.0,215.9,730.6,882.7,1.0,0,ANTIOQUIA,ITAGUI,Fija
RGlobal,Wm2,24,2015,156.5,4226.06,27,7.0,0,0.0,144.4,214.6,215.2,104.6,0,ANTIOQUIA,ITAGUI,Fija
TAire10,Celsius,1,2015,22.6,187077.8648,8285,95.0,0,0.0,21.8,29.8,31.5,15.3,0,ANTIOQUIA,ITAGUI,Fija
TAire10,Celsius,24,2015,22.6,7747.28,343,94.0,0,0.0,22.6,24.9,25.2,18.9,0,ANTIOQUIA,ITAGUI,Fija
VViento,ms,1,2015,1.7,6306.765243,3606,41.0,0,0.0,1.6,3.3,4.7,1.0,0,ANTIOQUIA,ITAGUI,Fija
VViento,ms,24,2015,1.9,13.01,7,2.0,0,0.0,1.8,2.2,2.2,1.5,0,ANTIOQUIA,ITAGUI,Fija
DViento,deg,24,2015,292.8,77615.66,348,95.0,0,0.0,209.6,356.5,359.4,0.2,0,ANTIOQUIA,CALDAS,Fija
HAire10,perc,1,2015,72.7,609703.0996,8385,96.0,0,0.0,77.7,92.0,93.7,14.9,0,ANTIOQUIA,CALDAS,Fija
HAire10,perc,24,2015,72.7,25294.79,348,95.0,0,0.0,74.2,84.8,86.7,44.5,0,ANTIOQUIA,CALDAS,Fija
P,mmHg,1,2015,617.5,5177395.739,8385,96.0,0,0.0,617.6,619.7,621.0,613.2,0,ANTIOQUIA,CALDAS,Fija
P,mmHg,24,2015,617.5,214874.71,348,95.0,0,0.0,617.5,618.9,619.6,615.1,0,ANTIOQUIA,CALDAS,Fija
RGlobal,Wm2,1,2015,259.8,1177556.609,4533,52.0,0,0.0,223.7,758.3,956.4,1.0,0,ANTIOQUIA,CALDAS,Fija
RGlobal,Wm2,24,2015,166.2,5483.19,33,9.0,0,0.0,150.3,238.5,241.4,101.1,0,ANTIOQUIA,CALDAS,Fija
TAire10,Celsius,1,2015,19.3,161567.8373,8385,96.0,0,0.0,18.4,26.8,29.4,10.2,0,ANTIOQUIA,CALDAS,Fija
TAire10,Celsius,24,2015,19.3,6706.58,348,95.0,0,0.0,19.3,21.8,22.6,16.4,0,ANTIOQUIA,CALDAS,Fija
VViento,ms,1,2015,1.8,8681.247249,4917,56.0,0,0.0,1.7,2.9,4.1,1.0,0,ANTIOQUIA,CALDAS,Fija
VViento,ms,24,2015,1.9,134.63,71,19.0,0,0.0,1.9,2.2,2.4,1.5,0,ANTIOQUIA,CALDAS,Fija
DViento,deg,1,2015,319.3,1784477.402,8319,95.0,0,0.0,194.7,357.1,360.0,1.1,0,ANTIOQUIA,CALDAS,Fija
O3,ugm3,1,2015,19.8,169944.2756,8596,98.0,0,0.0,18.0,49.6,99.3,0.2,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2015,19.8,170174.9,8589,98.0,0,0.0,18.1,44.5,66.7,1.8,0,BOGOTA,BOGOTA,Fija
DViento,deg,24,2015,91.9,1194.91,13,4.0,0,0.0,89.5,119.8,121.0,63.2,0,ANTIOQUIA,MEDELLIN,Indicativa
HAire10,perc,1,2015,60.3,18819.8,312,4.0,0,0.0,63.2,94.7,98.4,15.3,0,ANTIOQUIA,MEDELLIN,Indicativa
HAire10,perc,24,2015,60.3,784.17,13,4.0,0,0.0,60.1,72.0,74.5,53.6,0,ANTIOQUIA,MEDELLIN,Indicativa
NO,ugm3,1,2015,10.8,3076.25,286,3.0,0,0.0,6.2,46.0,68.8,1.2,0,ANTIOQUIA,MEDELLIN,Indicativa
PLiquida,mm,24,2015,0.1,1.2,13,4.0,0,0.0,0.0,0.7,0.7,0.0,0,ANTIOQUIA,MEDELLIN,Indicativa
TAire10,Celsius,1,2015,21.7,6759.13,312,4.0,0,0.0,21.1,28.3,29.3,14.7,0,ANTIOQUIA,MEDELLIN,Indicativa
TAire10,Celsius,24,2015,21.7,281.63,13,4.0,0,0.0,21.5,22.8,22.8,20.7,0,ANTIOQUIA,MEDELLIN,Indicativa
VViento,ms,1,2015,1.1,313.3,288,3.0,0,0.0,0.6,4.1,6.0,0.0,0,ANTIOQUIA,MEDELLIN,Indicativa
VViento,ms,24,2015,1.1,14.26,13,4.0,0,0.0,1.0,1.8,1.8,0.6,0,ANTIOQUIA,MEDELLIN,Indicativa
DViento,deg,1,2015,92.2,40799.4,312,4.0,0,0.0,127.1,356.5,358.3,0.2,0,ANTIOQUIA,MEDELLIN,Indicativa
NO,ugm3,1,2015,45.8,349926.9884,7634,87.0,0,0.0,36.4,149.8,283.6,0.1,0,ANTIOQUIA,SABANETA,Fija
DViento,deg,24,2015,73.0,27206.17,356,98.0,0,0.0,72.6,180.1,345.6,6.6,0,ANTIOQUIA,GIRARDOTA,Fija
HAire10,perc,1,2015,67.8,583112.0106,8602,98.0,0,0.0,73.4,88.9,90.5,15.0,0,ANTIOQUIA,GIRARDOTA,Fija
HAire10,perc,24,2015,67.8,24129.35,356,98.0,0,0.0,68.8,80.8,84.8,50.4,0,ANTIOQUIA,GIRARDOTA,Fija
TAire10,Celsius,24,2016,22.5,8172.87,364,99.0,0,0.0,22.4,25.1,26.0,18.9,0,ANTIOQUIA,GIRARDOTA,Fija
VViento,ms,1,2016,2.3,20167.23105,8711,99.0,0,0.0,1.8,7.3,9.7,0.0,0,ANTIOQUIA,GIRARDOTA,Fija
PLiquida,mm,1,2015,3.9,975.0,253,3.0,0,0.0,3.0,12.5,17.5,1.5,0,ANTIOQUIA,GIRARDOTA,Fija
P,mmHg,1,2015,644.8,5546216.019,8602,98.0,0,0.0,644.9,647.2,648.6,640.1,0,ANTIOQUIA,GIRARDOTA,Fija
P,mmHg,24,2015,644.8,229535.05,356,98.0,0,0.0,644.8,646.3,646.9,642.2,0,ANTIOQUIA,GIRARDOTA,Fija
RGlobal,Wm2,1,2015,258.6,1649091.013,6377,73.0,0,0.0,143.2,834.6,1073.9,1.0,0,ANTIOQUIA,GIRARDOTA,Fija
RGlobal,Wm2,24,2015,189.5,31841.66,168,46.0,0,0.0,190.8,268.7,280.4,83.8,0,ANTIOQUIA,GIRARDOTA,Fija
TAire10,Celsius,1,2015,22.6,194218.1006,8602,98.0,0,0.0,21.6,30.4,32.1,15.3,0,ANTIOQUIA,GIRARDOTA,Fija
TAire10,Celsius,24,2015,22.6,8037.25,356,98.0,0,0.0,22.7,24.8,25.2,19.0,0,ANTIOQUIA,GIRARDOTA,Fija
VViento,ms,1,2015,2.3,8815.006088,3802,43.0,0,0.0,2.1,4.8,6.2,1.0,0,ANTIOQUIA,GIRARDOTA,Fija
DViento,deg,1,2015,72.5,830320.6872,8593,98.0,0,0.0,73.3,330.9,359.8,1.1,0,ANTIOQUIA,GIRARDOTA,Fija
DViento,deg,24,2015,270.4,83883.99,355,97.0,0,0.0,247.5,350.9,359.6,3.2,0,ANTIOQUIA,ITAGUI,Fija
HAire10,perc,1,2015,68.3,586853.0345,8587,98.0,0,0.0,72.4,90.9,92.2,16.7,0,ANTIOQUIA,ITAGUI,Fija
HAire10,perc,24,2015,68.3,24257.51,355,97.0,0,0.0,69.0,82.6,88.4,45.7,0,ANTIOQUIA,ITAGUI,Fija
PLiquida,mm,1,2015,0.2,1676.0,8587,98.0,0,0.0,0.0,2.5,34.0,0.0,0,ANTIOQUIA,ITAGUI,Fija
PLiquida,mm,24,2015,4.7,1666.5,355,97.0,0,0.0,0.0,36.5,50.0,0.0,0,ANTIOQUIA,ITAGUI,Fija
P,mmHg,1,2015,617.6,5303173.519,8587,98.0,0,0.0,617.7,619.7,621.0,613.3,0,ANTIOQUIA,ITAGUI,Fija
P,mmHg,24,2015,617.6,219241.97,355,97.0,0,0.0,617.6,619.0,619.6,615.2,0,ANTIOQUIA,ITAGUI,Fija
RGlobal,Wm2,1,2015,181.5,1558284.346,8587,98.0,0,0.0,11.7,822.3,1025.4,6.8,0,ANTIOQUIA,ITAGUI,Fija
RGlobal,Wm2,24,2015,181.8,64531.55,355,97.0,0,0.0,182.9,263.0,287.6,68.7,0,ANTIOQUIA,ITAGUI,Fija
TAire10,Celsius,1,2015,20.6,176632.1358,8587,98.0,0,0.0,19.7,27.9,30.3,13.9,0,ANTIOQUIA,ITAGUI,Fija
TAire10,Celsius,24,2015,20.6,7302.19,355,97.0,0,0.0,20.7,22.8,23.1,16.9,0,ANTIOQUIA,ITAGUI,Fija
VViento,ms,1,2015,1.7,4446.186136,2546,29.0,0,0.0,1.5,3.6,5.1,1.0,0,ANTIOQUIA,ITAGUI,Fija
DViento,deg,1,2015,263.3,1707335.407,8575,98.0,0,0.0,218.7,347.7,360.0,1.0,0,ANTIOQUIA,ITAGUI,Fija
PST,ugm3,24,2015,65.1,7889.2,116,95.0,0,0.0,67.3,103.2,109.7,29.6,0,ANTIOQUIA,ITAGUI,Fija
NO,ugm3,1,2015,34.2,251593.6806,7353,84.0,0,0.0,20.4,152.4,261.4,0.0,0,ANTIOQUIA,MEDELLIN,Fija
PM2.5,ugm3,1,2015,14.7,125884.5,8543,98.0,0,0.0,10.0,50.0,311.0,1.0,0,BOGOTA,BOGOTA,Fija
TAire10,Celsius,1,2015,18.8,13950.78,744,8.0,0,0.0,17.9,26.0,27.1,13.2,0,ANTIOQUIA,MEDELLIN,Fija
TAire10,Celsius,24,2015,18.8,581.3,31,8.0,0,0.0,18.7,20.3,20.5,16.8,0,ANTIOQUIA,MEDELLIN,Fija
PM2.5,ugm3,24,2020,10.8,1992.97,184,50.0,0,0.0,10.7,17.0,20.7,4.5,0,VALLE DEL CAUCA,YUMBO,Fija
PM2.5,ugm3,24,2015,14.7,5303.92,361,99.0,1,0.28,11.8,38.5,58.1,3.8,1,BOGOTA,BOGOTA,Fija
DViento,deg,24,2015,36.7,17813.46,362,99.0,0,0.0,37.7,322.2,357.6,2.2,0,ANTIOQUIA,BARBOSA,Fija
HAire10,perc,1,2015,74.5,651330.8,8746,100.0,0,0.0,80.3,94.8,95.8,19.9,0,ANTIOQUIA,BARBOSA,Fija
HAire10,perc,24,2015,74.5,27101.36,364,100.0,0,0.0,75.1,85.2,89.9,59.5,0,ANTIOQUIA,BARBOSA,Fija
P,mmHg,1,2015,644.2,3342945.611,5189,59.0,0,0.0,644.5,649.6,651.1,636.7,0,ANTIOQUIA,BARBOSA,Fija
P,mmHg,24,2015,644.3,143033.06,222,61.0,0,0.0,644.6,649.2,649.6,639.0,0,ANTIOQUIA,BARBOSA,Fija
RGlobal,Wm2,1,2015,201.2,1754458.76,8719,100.0,0,0.0,1.9,880.5,1166.6,0.0,0,ANTIOQUIA,BARBOSA,Fija
RGlobal,Wm2,24,2015,201.3,73269.19,364,100.0,0,0.0,202.8,284.1,302.0,34.7,0,ANTIOQUIA,BARBOSA,Fija
TAire10,Celsius,1,2015,22.1,192713.1793,8711,99.0,0,0.0,21.4,29.8,31.6,14.1,0,ANTIOQUIA,BARBOSA,Fija
TAire10,Celsius,24,2015,22.1,8028.85,363,99.0,0,0.0,22.2,24.1,24.6,18.8,0,ANTIOQUIA,BARBOSA,Fija
VViento,ms,1,2015,1.7,14367.3,8702,99.0,0,0.0,1.3,5.0,6.5,0.0,0,ANTIOQUIA,BARBOSA,Fija
VViento,ms,24,2015,1.7,598.1,362,99.0,0,0.0,1.6,2.5,3.0,0.6,0,ANTIOQUIA,BARBOSA,Fija
DViento,deg,1,2015,38.0,733144.9,8702,99.0,0,0.0,47.9,352.0,360.0,0.0,0,ANTIOQUIA,BARBOSA,Fija
DViento,deg,24,2015,168.7,54738.63,329,90.0,0,0.0,169.0,347.2,357.4,4.6,0,ANTIOQUIA,MEDELLIN,Fija
HAire10,perc,1,2015,61.7,493311.8765,7999,91.0,0,0.0,65.7,88.8,93.1,12.7,0,ANTIOQUIA,MEDELLIN,Fija
HAire10,perc,24,2015,61.7,20283.82,329,90.0,0,0.0,62.4,78.4,83.4,39.2,0,ANTIOQUIA,MEDELLIN,Fija
NO,ugm3,1,2015,40.4,329694.4286,8166,93.0,0,0.0,26.1,152.6,292.4,0.0,0,ANTIOQUIA,MEDELLIN,Fija
PLiquida,mm,1,2015,0.2,1449.844,8014,91.0,0,0.0,0.0,2.1,71.0,0.0,0,ANTIOQUIA,MEDELLIN,Fija
PLiquida,mm,24,2015,4.3,1432.24,330,90.0,0,0.0,0.0,32.6,197.0,0.0,0,ANTIOQUIA,MEDELLIN,Fija
P,mmHg,1,2015,638.1,4810777.597,7539,86.0,0,0.0,638.2,641.3,656.7,591.6,0,ANTIOQUIA,MEDELLIN,Fija
P,mmHg,24,2015,638.1,199095.39,312,85.0,0,0.0,638.2,640.4,654.8,633.9,0,ANTIOQUIA,MEDELLIN,Fija
RGlobal,Wm2,1,2015,367.6,1399511.781,3807,43.0,0,0.0,311.2,996.2,1165.0,10.1,0,ANTIOQUIA,MEDELLIN,Fija
TAire10,Celsius,1,2015,23.1,184722.9227,8000,91.0,0,0.0,22.3,30.6,32.4,9.8,0,ANTIOQUIA,MEDELLIN,Fija
TAire10,Celsius,24,2015,23.1,7596.88,329,90.0,0,0.0,23.2,25.7,25.9,18.9,0,ANTIOQUIA,MEDELLIN,Fija
VViento,ms,1,2015,1.5,3939.819907,2595,30.0,0,0.0,1.4,2.7,3.6,1.0,0,ANTIOQUIA,MEDELLIN,Fija
VViento,ms,24,2015,1.4,1.45,1,0.0,0,0.0,1.4,1.4,1.4,1.4,0,ANTIOQUIA,MEDELLIN,Fija
DViento,deg,1,2015,170.0,1418544.413,7970,91.0,0,0.0,171.1,354.4,360.0,1.0,0,ANTIOQUIA,MEDELLIN,Fija
DViento,deg,24,2015,174.2,52778.26,308,84.0,0,0.0,172.7,343.8,357.8,0.9,0,ANTIOQUIA,MEDELLIN,Fija
HAire10,perc,1,2015,61.7,493298.4,7999,91.0,0,0.0,65.7,88.8,93.1,12.7,0,ANTIOQUIA,MEDELLIN,Fija
HAire10,perc,24,2015,61.7,20227.12,328,90.0,0,0.0,62.4,78.5,83.1,39.1,0,ANTIOQUIA,MEDELLIN,Fija
NO,ugm3,1,2015,40.5,337893.1,8333,95.0,0,0.0,25.8,153.4,292.1,1.2,0,ANTIOQUIA,MEDELLIN,Fija
PLiquida,mm,1,2015,0.1,1111.14,7937,91.0,0,0.0,0.0,1.8,39.9,0.0,0,ANTIOQUIA,MEDELLIN,Fija
PLiquida,mm,24,2015,3.3,1083.34,325,89.0,0,0.0,0.0,26.9,54.0,0.0,0,ANTIOQUIA,MEDELLIN,Fija
RGlobal,Wm2,1,2015,176.7,1400327.3,7927,90.0,0,0.0,0.0,919.3,1165.1,0.0,0,ANTIOQUIA,MEDELLIN,Fija
RGlobal,Wm2,24,2015,175.4,56650.45,323,88.0,0,0.0,167.9,290.1,311.1,72.5,0,ANTIOQUIA,MEDELLIN,Fija
VViento,ms,1,2015,0.9,5855.76,6685,76.0,0,0.0,0.8,2.4,3.6,0.0,0,ANTIOQUIA,MEDELLIN,Fija
VViento,ms,24,2015,0.9,238.95,273,75.0,0,0.0,0.9,1.3,1.5,0.3,0,ANTIOQUIA,MEDELLIN,Fija
DViento,deg,1,2015,173.7,1359000.5,7523,86.0,0,0.0,172.5,354.1,360.0,0.0,0,ANTIOQUIA,MEDELLIN,Fija
DViento,deg,24,2015,35.7,21204.88,318,87.0,0,0.0,42.4,344.4,359.1,0.0,0,ANTIOQUIA,GIRARDOTA,Fija
NO,ugm3,1,2015,13.5,30695.86764,2278,26.0,0,0.0,7.8,63.2,113.6,0.1,0,ANTIOQUIA,GIRARDOTA,Fija
PLiquida,mm,1,2015,0.1,1011.5,7958,91.0,0,0.0,0.0,2.0,19.5,0.0,0,ANTIOQUIA,GIRARDOTA,Fija
PLiquida,mm,24,2015,3.0,948.0,318,87.0,0,0.0,0.0,23.8,41.0,0.0,0,ANTIOQUIA,GIRARDOTA,Fija
